"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/NavigationBarComponentController.java","3","28","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"2","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/NavigationBarComponentController.java","3","36","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"3","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/NavigationBarComponentController.java","3","42","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Error Prone","UseLocaleWithCaseConversions"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/PurchasedCategorySuggestionComponentController.java","3","35","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/SimpleResponsiveBannerComponentController.java","3","33","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/SubCategoryListComponentController.java","3","35","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/ProductReferencesComponentController.java","3","35","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/DynamicBannerComponentController.java","3","36","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"2","com.b2cretailstore.storefront.controllers.cms","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/cms/DynamicBannerComponentController.java","3","104","Avoid empty catch blocks","Error Prone","EmptyCatchBlock"
"1","com.b2cretailstore.promotionengine.rule.evaluation.actions.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/evaluation/actions/impl/Ruleb2cretailstoreChangeDeliveryModeRAOAction.java","4","9","Unused import 'de.hybris.platform.ruleengineservices.rao.*'","Code Style","UnnecessaryImport"
"2","com.b2cretailstore.promotionengine.rule.evaluation.actions.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/evaluation/actions/impl/Ruleb2cretailstoreChangeDeliveryModeRAOAction.java","4","19","Unused import 'java.util.List'","Code Style","UnnecessaryImport"
"3","com.b2cretailstore.promotionengine.rule.evaluation.actions.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/evaluation/actions/impl/Ruleb2cretailstoreChangeDeliveryModeRAOAction.java","3","30","Avoid unnecessary constructors - the compiler will generate these for you","Code Style","UnnecessaryConstructor"
"4","com.b2cretailstore.promotionengine.rule.evaluation.actions.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/evaluation/actions/impl/Ruleb2cretailstoreChangeDeliveryModeRAOAction.java","3","30","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"5","com.b2cretailstore.promotionengine.rule.evaluation.actions.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/evaluation/actions/impl/Ruleb2cretailstoreChangeDeliveryModeRAOAction.java","3","80","This statement should have braces","Code Style","ControlStatementBraces"
"6","com.b2cretailstore.promotionengine.rule.evaluation.actions.impl","/b2cretailstore/bin/custom/b2cretailstorepromotionengine/src/com/b2cretailstore/promotionengine/rule/evaluation/actions/impl/Ruleb2cretailstoreChangeDeliveryModeRAOAction.java","4","86","Useless parentheses.","Code Style","UselessParentheses"
"1","com.b2cretailstore.storefront.controllers.integration","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/integration/BaseIntegrationController.java","2","73","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.b2cretailstore.storefront.controllers.pages","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/pages/CategoryPageController.java","3","40","Avoid the use of value in annotations when its the only element","Code Style","UnnecessaryAnnotationValueElement"
"1","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","40","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"2","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","40","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"3","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","40","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"4","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","41","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"5","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","41","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"6","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","41","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"7","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","46","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"8","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","46","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"9","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","46","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"10","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","51","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"11","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","51","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"12","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","51","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"13","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","52","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"14","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","52","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"15","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","52","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"16","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","53","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"17","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","53","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"18","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","53","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"19","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","54","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"20","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","54","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"21","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","54","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"22","com.b2cretailstore.storefront.controllers","/b2cretailstore/bin/custom/b2cretailstorestorefront/web/src/com/b2cretailstore/storefront/controllers/ControllerConstants.java","3","55","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
